Index,Upazila_or_Thana,District,Area_Zip_Code,Latitude,Longitude,Operator,Active_Network_Available,Network_Level,Satisfaction_Score,Real_Time_Experience
5967,Rowangchari,Bandarban,4610,22.1667,92.3333,Robi-Airtel,3G/2G,Low,3,2.5
5968,Ruma,Bandarban,4620,22.05,92.4167,Robi-Airtel,3G/2G,Low,3,3
5969,Thanchi,Bandarban,4630,21.7861,92.4278,Robi-Airtel,3G/2G,Low,3,3
5970,Chandpur Sadar,Chandpur,3600,23.2139,90.6361,Robi-Airtel,3G/2G,Moderate,6,6.5
5971,Faridganj,Chandpur,3650,23.125,90.7486,Robi-Airtel,3G/2G,Moderate,6,5
5972,Haimchar,Chandpur,3660,23.0667,90.6375,Robi-Airtel,3G/2G,Low,3,4
5973,Hajiganj,Chandpur,3610,23.25,90.85,Robi-Airtel,3G/2G,Moderate,6,6
5974,Kachua,Chandpur,3630,23.35,90.8917,Robi-Airtel,3G/2G,Moderate,6,5.5
5975,Matlab (Dakshin),Chandpur,3640,23.35,90.7083,Robi-Airtel,3G/2G,Moderate,6,6.5
5976,Matlab (Uttar),Chandpur,3600,23.45,90.63,Robi-Airtel,3G/2G,Low,3,3
5977,Shahrasti,Chandpur,3620,23.2222,90.95,Robi-Airtel,3G/2G,Moderate,6,5.5
5978,Anwara,Chittagong,4376,22.2167,91.9111,Robi-Airtel,3G/2G,Moderate,6,5.5
5979,Banskhali,Chittagong,4390,22.025,91.955,Robi-Airtel,3G/2G,Low,3,4
5980,Boalkhali,Chittagong,4366,22.3778,91.9208,Robi-Airtel,3G/2G,Low,3,3
5981,Chandanish,Chittagong,4380,22.2111,92.0417,Robi-Airtel,3G/2G,Low,3,4.5
5982,Fatikchari,Chittagong,4350,22.75,91.74,Robi-Airtel,3G/2G,Low,3,4.5
5983,Karnaphuli,Chittagong,4370,22.3,91.9,Robi-Airtel,3G/2G,Moderate,6,5.5
5984,Lohagara,Chittagong,4396,22.0083,92.1056,Robi-Airtel,3G/2G,Low,3,4.5
5985,Mirsharai,Chittagong,4320,22.7722,91.575,Robi-Airtel,3G/2G,Moderate,6,6
5986,Patiya,Chittagong,4370,22.3,91.9833,Robi-Airtel,3G/2G,Moderate,6,6
5987,Rangunia,Chittagong,4360,22.4667,92.0833,Robi-Airtel,3G/2G,Low,3,3.5
5988,Raozan,Chittagong,4340,22.5333,91.9333,Robi-Airtel,3G/2G,Moderate,6,5.5
5989,Sandwip,Chittagong,4300,22.4833,91.4417,Robi-Airtel,3G/2G,Low,3,4.5
5990,Satkania,Chittagong,4386,22.08833333,92.085,Robi-Airtel,3G/2G,Moderate,6,5.5
5991,Sitakunda,Chittagong,4310,22.61666667,91.66166667,Robi-Airtel,3G/2G,Moderate,6,5.5
5992,Chakoria,Cox'S Bazar,4741,21.7861,92.0778,Robi-Airtel,3G/2G,Moderate,6,5
5993,Cox's Bazar Sadar,Cox'S Bazar,4700,21.45,91.9833,Robi-Airtel,3G/2G,Moderate,6,7
5994,Kutubdia,Cox'S Bazar,4720,21.8167,91.8583,Robi-Airtel,3G/2G,Low,3,2
5995,Moheshkhali,Cox'S Bazar,4710,21.55,91.95,Robi-Airtel,3G/2G,Low,3,5
5996,Pekua,Cox'S Bazar,4740,21.825,91.975,Robi-Airtel,3G/2G,Moderate,6,6
5997,Ramu,Cox'S Bazar,4730,21.45833333,92.1,Robi-Airtel,3G/2G,Low,3,4.5
5998,Teknaf,Cox'S Bazar,4760,20.8667,92.3,Robi-Airtel,3G/2G,Moderate,6,5.5
5999,Ukhiya,Cox'S Bazar,4750,21.22,92.12,Robi-Airtel,3G/2G,Moderate,6,5.5
6000,Barura,Cumilla,3560,23.375,91.0583,Robi-Airtel,3G/2G,Low,3,4.5
6001,Brahmanpara,Cumilla,3526,23.6167,91.1083,Robi-Airtel,3G/2G,Moderate,6,5.5
6002,Burichong,Cumilla,3520,23.55,91.12666667,Robi-Airtel,3G/2G,Low,3,4
6003,Chandina,Cumilla,3510,23.4833,91.0083,Robi-Airtel,3G/2G,Moderate,6,6
6004,Chauddagram,Cumilla,3550,23.22,91.3,Robi-Airtel,3G/2G,Moderate,6,5.5
6005,Cumilla Sadar,Cumilla,3500,23.4583,91.1833,Robi-Airtel,3G/2G,Good,10,8
6006,Cumilla Sadar Daksin,Cumilla,3500,23.3667,91.2,Robi-Airtel,3G/2G,Good,10,7.5
6007,Daudkandi,Cumilla,3516,23.5333,90.7167,Robi-Airtel,3G/2G,Moderate,6,6
6008,Debidwar,Cumilla,3530,23.6,90.9917,Robi-Airtel,3G/2G,Moderate,6,6.5
6009,Homna,Cumilla,3546,23.6833,90.7917,Robi-Airtel,3G/2G,Low,3,3.5
6010,Laksham,Cumilla,3570,23.24666667,91.12833333,Robi-Airtel,3G/2G,Low,3,5
6011,Lalmai,Cumilla,3560,23.36002,91.15254,Robi-Airtel,3G/2G,Low,3,4.5
6012,Meghna,Cumilla,3515,23.627,90.7037,Robi-Airtel,3G/2G,Low,3,5
6013,Monohorganj,Cumilla,3623,23.1667,91.0667,Robi-Airtel,3G/2G,Low,3,3.5
6014,Muradnagar,Cumilla,3540,23.6385,90.9325,Robi-Airtel,3G/2G,Low,3,4.5
6015,Nangalkot,Cumilla,3580,23.13,91.22,Robi-Airtel,3G/2G,Low,3,4
6016,Titas,Cumilla,3546,23.6,90.7667,Robi-Airtel,3G/2G,Moderate,6,6
6017,Chhagalniya,Feni,3910,23.0361,91.5194,Robi-Airtel,3G/2G,Moderate,6,5.5
6018,Daganbhuiyan,Feni,3920,22.9375,91.3042,Robi-Airtel,3G/2G,Low,3,4.5
6019,Amtali,Barguna,8710,22.1294,90.2289,Robi-Airtel,3G/2G,Low,3,3.5
6020,Bamna,Barguna,8730,22.3014,90.1,Robi-Airtel,3G/2G,Low,3,3
6021,Barguna Sadar,Barguna,8700,22.1508,90.1264,Robi-Airtel,3G/2G,Low,3,4.5
6022,Betagi,Barguna,8740,22.4167,90.1681,Robi-Airtel,3G/2G,Low,3,2.5
6023,Patharghata,Barguna,8720,22.03333333,89.96666667,Robi-Airtel,3G/2G,Low,3,3
6024,Taltali,Barguna,8720,22.00146,90.00295,Robi-Airtel,3G/2G,Very Low,1,1
6025,Agailjhara,Barishal,8240,22.9667,90.15,Robi-Airtel,3G/2G,Low,3,4
6026,Babuganj,Barishal,8210,22.8319,90.3222,Robi-Airtel,3G/2G,Low,3,3
6027,Bakerganj,Barishal,8280,22.55,90.3389,Robi-Airtel,3G/2G,Low,3,3
6028,Banaripara,Barishal,8530,22.7819,90.1667,Robi-Airtel,3G/2G,Low,3,2
6029,Barishal Sadar,Barishal,8200,22.7,90.3667,Robi-Airtel,3G/2G,Moderate,6,6
6030,Hizla,Barishal,8260,22.9,90.5083,Robi-Airtel,3G/2G,Low,3,3.5
6031,Mehendiganj,Barishal,8270,22.8319,90.5333,Robi-Airtel,3G/2G,Low,3,3
6032,Muladi,Barishal,8250,22.915,90.415,Robi-Airtel,3G/2G,Low,3,2.5
6033,Uzirpur,Barishal,8220,22.8111,90.2444,Robi-Airtel,3G/2G,Low,3,3.5
6034,Bhola-S,Bhola,8300,22.6903,90.6525,Robi-Airtel,3G/2G,Low,3,5.5
6035,Borhanuddin,Bhola,8320,22.5,90.7217,Robi-Airtel,3G/2G,Low,3,3.5
6036,Charfassion,Bhola,8340,22.1847,90.7625,Robi-Airtel,3G/2G,Low,3,3.5
6037,Daulatkhan,Bhola,8310,22.6069,90.7358,Robi-Airtel,3G/2G,Low,3,2
6038,Lalmohan,Bhola,8330,22.3211,90.7472,Robi-Airtel,3G/2G,Low,3,2.5
6039,Monpura,Bhola,8360,22.2986,90.9792,Robi-Airtel,3G/2G,Low,3,3.5
6040,Tazumuddin,Bhola,8350,22.4167,90.8486,Robi-Airtel,3G/2G,Low,3,3
6041,Jhalokathi Sadar,Jhalokathi,8400,22.6406,90.19868,Robi-Airtel,3G/2G,Low,3,4.5
6042,Kathalia,Jhalokathi,8430,22.4,90.125,Robi-Airtel,3G/2G,Low,3,2
6043,Nalchity,Jhalokathi,8420,22.6222,90.2708,Robi-Airtel,3G/2G,Low,3,4
6044,Rajapur,Jhalokathi,8410,22.5667,90.1417,Robi-Airtel,3G/2G,Low,3,3.5
6045,Bauphal,Patuakhali,8620,22.45,90.53,Robi-Airtel,3G/2G,Low,3,3
6046,Dashmina,Patuakhali,8630,22.2833,90.5903,Robi-Airtel,3G/2G,Low,3,3
6047,Dumki,Patuakhali,8602,22.43333333,90.36666667,Robi-Airtel,3G/2G,Low,3,2.5
6048,Galachipa,Patuakhali,8640,22.1639,90.4306,Robi-Airtel,3G/2G,Low,3,4
6049,Kalapara,Patuakhali,8650,21.9861,90.2422,Robi-Airtel,3G/2G,Low,3,4
6050,Mirzaganj,Patuakhali,8610,22.36,90.22,Robi-Airtel,3G/2G,Low,3,2
6051,Patuakhali Sadar,Patuakhali,8600,22.3542,90.3181,Robi-Airtel,3G/2G,Moderate,6,6
6052,Rangabali,Patuakhali,8640,21.9333,90.4333,Robi-Airtel,3G/2G,Very Low,1,1.5
6053,Bhandaria,Pirojpur,8550,22.4889,90.0733,Robi-Airtel,3G/2G,Low,3,3
6054,Hathazari,Chittagong,4330,22.51666667,91.8,Robi-Airtel,3G/2G,Moderate,6,6.5
6055,Feni Sadar,Feni,3900,23.0167,91.3917,Robi-Airtel,3G/2G,Moderate,6,6.5
6056,Fulgazi,Feni,3942,23.13333333,91.43333333,Robi-Airtel,3G/2G,Low,3,4
6057,Porshuram,Feni,3940,23.21666667,91.44166667,Robi-Airtel,3G/2G,Low,3,4
6058,Sonagazi,Feni,3930,22.85,91.3917,Robi-Airtel,3G/2G,Low,3,4.5
6059,Dighinala,Khagrachari,4420,23.2583,92.0583,Robi-Airtel,3G/2G,Low,3,3
6060,Guimara,Khagrachari,4440,22.9604,91.8695,Robi-Airtel,3G/2G,Low,3,3
6061,Khagrachari Sadar,Khagrachari,4400,23.0417,91.9944,Robi-Airtel,3G/2G,Low,3,5
6062,Laxmichari,Khagrachari,4470,22.81,91.94,Robi-Airtel,3G/2G,Low,3,3
6063,Mahalchari,Khagrachari,4430,22.92,92.025,Robi-Airtel,3G/2G,Very Low,1,1.5
6064,Manikchari,Khagrachari,4460,22.8347,91.8361,Robi-Airtel,3G/2G,Low,3,2.5
6065,Matiranga,Khagrachari,4450,23.0417,91.875,Robi-Airtel,3G/2G,Low,3,2.5
6066,Panchari,Khagrachari,4410,23.3,91.88,Robi-Airtel,3G/2G,Low,3,3
6067,Ramgarh,Khagrachari,4440,22.9667,91.7,Robi-Airtel,3G/2G,Low,3,3
6068,Komol Nagar, Laxmipur,3731,22.73,90.88,Robi-Airtel,3G/2G,Low,3,3.5
6069, Laxmipur Sadar, Laxmipur,3700,22.95,90.825,Robi-Airtel,3G/2G,Moderate,6,5.5
6070,Raipur, Laxmipur,3710,23.0333,90.775,Robi-Airtel,3G/2G,Low,3,4.5
6071,Ramganj, Laxmipur,3720,23.105,90.875,Robi-Airtel,3G/2G,Moderate,6,5.5
6072,Ramgati, Laxmipur,3730,22.72,90.89,Robi-Airtel,3G/2G,Low,3,3
6073,Begumganj,Noakhali,3820,22.95,91.1,Robi-Airtel,3G/2G,Moderate,6,6
6074,Chatkhil,Noakhali,3870,23.05,90.9583,Robi-Airtel,3G/2G,Low,3,5
6075,Companiganj,Noakhali,3851,22.875,91.2833,Robi-Airtel,3G/2G,Low,3,4.5
6076,Hatiya,Noakhali,3890,22.3667,91.125,Robi-Airtel,3G/2G,Low,3,3.5
6077,Kabir Hat,Noakhali,3807,22.8333,91.2,Robi-Airtel,3G/2G,Low,3,4.5
6078,Noakhali Sadar,Noakhali,3806,22.8256,91.1014,Robi-Airtel,3G/2G,Low,3,5
6079,Senbag,Noakhali,3860,23,91.23,Robi-Airtel,3G/2G,Low,3,3.5
6080,Sonaimuri,Noakhali,3827,23.03833333,91.10833333,Robi-Airtel,3G/2G,Low,3,4
6081,Subarna Char,Noakhali,3812,22.6833,91.11,Robi-Airtel,3G/2G,Low,3,3.5
6082,Baghaichari,Rangamati,4590,23.15,92.1917,Robi-Airtel,3G/2G,Very Low,1,2
6083,Barkal,Rangamati,4570,22.7333,92.3583,Robi-Airtel,3G/2G,Low,3,2.5
6084,Belaichari,Rangamati,4550,22.4667,92.375,Robi-Airtel,3G/2G,Low,3,2.5
6085,Juraichari,Rangamati,4560,22.6667,92.3833,Robi-Airtel,3G/2G,Very Low,1,1
6086,Kaptai,Rangamati,4530,22.5,92.2167,Robi-Airtel,3G/2G,Low,3,3.5
6087,Kaukhali,Rangamati,4510,22.5333,92.0167,Robi-Airtel,3G/2G,Low,3,2.5
6088,Langadu,Rangamati,4580,22.95,92.15,Robi-Airtel,3G/2G,Low,3,2.5
6089,Nanniarchar,Rangamati,4520,22.8583,92.1167,Robi-Airtel,3G/2G,Very Low,1,1.5
6090,Rajosthali,Rangamati,4540,22.3833,92.2417,Robi-Airtel,3G/2G,Low,3,3
6091,Rangamati Sadar,Rangamati,4500,22.65,92.1833,Robi-Airtel,3G/2G,Moderate,6,5.5
6092,Dhamrai,Dhaka,1350,23.90833333,90.21666667,Robi-Airtel,3G/2G,Moderate,6,5.5
6093,Dohar,Dhaka,1330,23.5958,90.1222,Robi-Airtel,3G/2G,Low,3,4
6094,Keraniganj,Dhaka,1310,23.68333333,90.33333333,Robi-Airtel,3G/2G,Moderate,6,7
6095,Nawabganj,Dhaka,1320,23.6667,90.1667,Robi-Airtel,3G/2G,Moderate,6,6
6096,Savar,Dhaka,1340,23.88,90.28,Robi-Airtel,3G/2G,Moderate,6,6.5
6097,Alfadanga,Faridpur,7870,23.2833,89.7167,Robi-Airtel,3G/2G,Low,3,2.5
6098,Bhanga,Faridpur,7830,23.3833,89.9833,Robi-Airtel,3G/2G,Low,3,3.5
6099,Boalmari,Faridpur,7860,23.3917,89.6833,Robi-Airtel,3G/2G,Low,3,3
6100,Charbhadrasan,Faridpur,7810,23.55833,90.08333,Robi-Airtel,3G/2G,Low,3,3
6101,Faridpur Sadar,Faridpur,7800,23.5958,89.8306,Robi-Airtel,3G/2G,Moderate,6,5.5
6102,Madhukhali,Faridpur,7850,23.5417,89.6306,Robi-Airtel,3G/2G,Low,3,3.5
6103,Nagarkanda,Faridpur,7840,23.4153,89.8917,Robi-Airtel,3G/2G,Low,3,5
6104,Sadarpur,Faridpur,7820,23.4764,90.0333,Robi-Airtel,3G/2G,Low,3,3.5
6105,Saltha,Faridpur,7861,23.41,89.83,Robi-Airtel,3G/2G,Low,3,2.5
6106,Gazipur Sadar,Gazipur,1700,24,90.425,Robi-Airtel,3G/2G,Moderate,6,7
6107,Kaliakoir,Gazipur,1750,24.075,90.2167,Robi-Airtel,3G/2G,Low,3,5
6108,Kaligonj,Gazipur,1720,23.925,90.5667,Robi-Airtel,3G/2G,Low,3,5
6109,Kapasia,Gazipur,1730,24.15,90.61,Robi-Airtel,3G/2G,Low,3,4
6110,Sreepur,Gazipur,1740,24.2,90.4667,Robi-Airtel,3G/2G,Low,3,2.5
6111,Gopalganj Sadar,Gopalganj,8100,23.0167,89.8333,Robi-Airtel,3G/2G,Low,3,4
6112,Kasiani,Gopalganj,8130,23.2167,89.7,Robi-Airtel,3G/2G,Low,3,3
6113,Kotalipara,Gopalganj,8110,22.9833,89.9917,Robi-Airtel,3G/2G,Low,3,3.5
6114,Muksudpur,Gopalganj,8140,23.3167,89.8667,Robi-Airtel,3G/2G,Low,3,3.5
6115,Tungipara,Gopalganj,8120,22.9,89.8833,Robi-Airtel,3G/2G,Low,3,2.5
6116,Austagram,Kishoreganj,2380,24.2667,91.125,Robi-Airtel,3G/2G,Very Low,1,1.5
6117,Bajitpur,Kishoreganj,2336,24.2167,90.9583,Robi-Airtel,3G/2G,Low,3,3.5
6118,Bhairab,Kishoreganj,2350,24.05,90.98333333,Robi-Airtel,3G/2G,Moderate,6,6
6119,Hossainpur,Kishoreganj,2320,24.4167,90.65,Robi-Airtel,3G/2G,Low,3,2.5
6120,Itna,Kishoreganj,2390,24.5333,91.0833,Robi-Airtel,3G/2G,Low,3,2.5
6121,Karimganj,Kishoreganj,2310,24.4583,90.8833,Robi-Airtel,3G/2G,Low,3,3
6122,Katiadi,Kishoreganj,2330,24.25,90.7917,Robi-Airtel,3G/2G,Low,3,3
6123,Kishoreganj Sadar,Kishoreganj,2300,24.4333,90.7833,Robi-Airtel,3G/2G,Low,3,5
6124,Kuliarchar,Kishoreganj,2340,24.155,90.9,Robi-Airtel,3G/2G,Very Low,1,1.5
6125,Mithamoin,Kishoreganj,2370,24.425,91.045,Robi-Airtel,3G/2G,Very Low,1,1.5
6126,Nikli,Kishoreganj,2360,24.3167,90.9333,Robi-Airtel,3G/2G,Very Low,1,2.5
6127,Pakundia,Kishoreganj,2326,24.3333,90.6833,Robi-Airtel,3G/2G,Low,3,2.5
6128,Tarail,Kishoreganj,2316,24.5375,90.875,Robi-Airtel,3G/2G,Low,3,2
6129,Kalkini,Madaripur,7920,23.0667,90.2417,Robi-Airtel,3G/2G,Low,3,4
6130,Madaripur Sadar,Madaripur,7900,23.1667,90.2083,Robi-Airtel,3G/2G,Low,3,5
6131,Rajoir,Madaripur,7910,23.2083,90.0333,Robi-Airtel,3G/2G,Low,3,3.5
6132,Shibchar,Madaripur,7930,23.35,90.1667,Robi-Airtel,3G/2G,Low,3,3.5
6133,Daulatpur,Manikganj,1860,23.9611,89.8417,Robi-Airtel,3G/2G,Low,3,2.5
6134,Ghior,Manikganj,1840,23.8875,89.8375,Robi-Airtel,3G/2G,Low,3,2
6135,Harirampur,Manikganj,1830,23.7333,89.9667,Robi-Airtel,3G/2G,Low,3,2.5
6136,Manikganj Sadar,Manikganj,1800,23.85,90.0111,Robi-Airtel,3G/2G,Moderate,6,5.5
6137,Saturia,Manikganj,1810,23.5925,90.0231,Robi-Airtel,3G/2G,Low,3,3.5
6138,Shivalaya,Manikganj,1850,23.8333,89.7917,Robi-Airtel,3G/2G,Low,3,5
6139,Singair,Munshiganj,1820,23.8167,90.15,Robi-Airtel,3G/2G,Low,3,4
6140,Gazaria,Munshiganj,1510,23.5417,90.6083,Robi-Airtel,3G/2G,Low,3,4.5
6141,Lauhajong,Munshiganj,1530,23.47,90.35,Robi-Airtel,3G/2G,Low,3,3.5
6142,Munshiganj Sadar,Munshiganj,1500,23.4583,90.5417,Robi-Airtel,3G/2G,Moderate,6,5.5
6143,Sirajdikhan,Munshiganj,1540,23.5667,90.3833,Robi-Airtel,3G/2G,Low,3,4
6144,Sreenagar,Munshiganj,1550,23.5361,90.2917,Robi-Airtel,3G/2G,Low,3,4.5
6145,Tongibari,Munshiganj,1520,23.5,90.4583,Robi-Airtel,3G/2G,Low,3,4.5
6146,Araihazar,Narayanganj,1450,23.7917,90.65,Robi-Airtel,3G/2G,Low,3,3.5
6147,Bandar,Narayanganj,1410,23.6167,90.525,Robi-Airtel,3G/2G,Moderate,6,6.5
6148,Narayanganj Sadar,Narayanganj,1400,23.6,90.5,Robi-Airtel,3G/2G,Good,10,8
6149,Rupganj,Narayanganj,1460,23.7931,90.5167,Robi-Airtel,3G/2G,Moderate,6,6
6150,Sonargaon,Narayanganj,1440,23.6583,90.6083,Robi-Airtel,3G/2G,Moderate,6,7.5
6151,Belabo,Narshingdi,1640,24.0917,90.85,Robi-Airtel,3G/2G,Low,3,3
6152,Monohardi,Narshingdi,1650,24.1278,90.7,Robi-Airtel,3G/2G,Low,3,4.5
6153,Narshingdi Sadar,Narshingdi,1600,23.9167,90.725,Robi-Airtel,3G/2G,Moderate,6,5.5
6154,Palash,Narshingdi,1610,23.95,90.625,Robi-Airtel,3G/2G,Low,3,4
6155,Raipura,Narshingdi,1630,23.9667,90.875,Robi-Airtel,3G/2G,Low,3,2
6156,Shibpur,Narshingdi,1620,24.375,90.7375,Robi-Airtel,3G/2G,Low,3,5
6157,Baliakandi,Rajbari,7730,23.635,89.55,Robi-Airtel,3G/2G,Low,3,3
6158,Goalanda,Rajbari,7710,23.7333,89.7611,Robi-Airtel,3G/2G,Low,3,4
6159,Kalukhali,Rajbari,7721,23.68,89.7,Robi-Airtel,3G/2G,Low,3,3
6160,Pangsha,Rajbari,7720,23.7917,89.4167,Robi-Airtel,3G/2G,Low,3,2.5
6161,Rajbari Sadar,Rajbari,7700,23.755,89.65,Robi-Airtel,3G/2G,Low,3,4
6162,Bhedarganj,Shariatpur,8030,89.65,90.4417,Robi-Airtel,3G/2G,Low,3,2.5
6163,Damuddya,Shariatpur,8040,23.1333,90.4333,Robi-Airtel,3G/2G,Low,3,3.5
6164,Goshairhat,Shariatpur,8050,23.07666667,90.43166667,Robi-Airtel,3G/2G,Low,3,3
6165,Janjira,Shariatpur,8010,23.16,90.13,Robi-Airtel,3G/2G,Low,3,3
6166,Naria,Shariatpur,8020,23.3,90.4,Robi-Airtel,3G/2G,Low,3,3.5
6167,Shariatpur Sadar,Shariatpur,8000,23.20833333,90.35,Robi-Airtel,3G/2G,Low,3,5
6168,Basail,Tangail,1920,24.2167,90.05,Robi-Airtel,3G/2G,Low,3,4
6169,Bhuapur,Tangail,1960,24.4583,89.8667,Robi-Airtel,3G/2G,Low,3,3
6170,Delduar,Tangail,1910,24.1417,89.9667,Robi-Airtel,3G/2G,Low,3,3.5
6171,Dhanbari,Tangail,1997,24.680578,89.939184,Robi-Airtel,3G/2G,Low,3,4
6172,Ghatail,Tangail,1980,24.46666667,89.96666667,Robi-Airtel,3G/2G,Low,3,4.5
6173,Gopalpur,Tangail,1990,24.5583,89.9167,Robi-Airtel,3G/2G,Low,3,3
6174,Kalihati,Tangail,1970,24.3833,90.0083,Robi-Airtel,3G/2G,Low,3,4
6175,Madhupur,Tangail,1996,24.61666667,90.01805556,Robi-Airtel,3G/2G,Low,3,4.5
6176,Mirzapur,Tangail,1940,24.1083,90.0917,Robi-Airtel,3G/2G,Low,3,4
6177,Nagarpur,Tangail,1936,24.05,89.86805556,Robi-Airtel,3G/2G,Low,3,2.5
6178,Shakhipur,Tangail,1950,24.31666667,90.16805556,Robi-Airtel,3G/2G,Low,3,3.5
6179,Tangail Sadar,Tangail,1900,24.24925,89.91318,Robi-Airtel,3G/2G,Low,3,4.5
6180,Bagerhat Sadar,Bagerhat,9300,22.66666667,89.8,Robi-Airtel,3G/2G,Low,3,3.5
6181,Chitalmari,Bagerhat,9360,22.78472222,89.86861111,Robi-Airtel,3G/2G,Low,3,2.5
6182,Fakirhat,Bagerhat,9370,22.76888889,89.70138889,Robi-Airtel,3G/2G,Low,3,2.5
6183,Kachua,Bagerhat,9310,22.65,89.88333333,Robi-Airtel,3G/2G,Low,3,2.5
6184,Mollahat,Bagerhat,9380,22.9417,89.7,Robi-Airtel,3G/2G,Low,3,3
6185,Mongla,Bagerhat,9350,22.4833,89.6083,Robi-Airtel,3G/2G,Low,3,4
6186,Morrelganj,Bagerhat,9320,22.45,89.8583,Robi-Airtel,3G/2G,Low,3,4.5
6187,Rampal,Bagerhat,9340,22.5667,89.6639,Robi-Airtel,3G/2G,Low,3,2.5
6188,Sharankhola,Bagerhat,9330,22.2917,89.7917,Robi-Airtel,3G/2G,Low,3,2
6189,Alamdanga,Chuadanga,7210,23.7583,88.95,Robi-Airtel,3G/2G,Low,3,2.5
6190,Chuadanga Sadar,Chuadanga,7200,23.6417,88.8583,Robi-Airtel,3G/2G,Low,3,3
6191,Damurhuda,Chuadanga,7220,23.6167,88.7833,Robi-Airtel,3G/2G,Low,3,2
6192,Jibannagar,Chuadanga,7230,23.4167,88.8208,Robi-Airtel,3G/2G,Low,3,3.5
6193,Abhoynagar,Jashore,7460,23.01666667,89.43333333,Robi-Airtel,3G/2G,Low,3,5
6194,Bagherpara,Jashore,7470,23.2167,89.35,Robi-Airtel,3G/2G,Low,3,2
6195,Chowgacha,Jashore,7410,23.2667,89.025,Robi-Airtel,3G/2G,Low,3,3
6196,Jashore Sadar,Jashore,7400,23.1681,89.2042,Robi-Airtel,3G/2G,Moderate,6,5.5
6197,Jhikargacha,Jashore,7420,23.1,89.1333,Robi-Airtel,3G/2G,Low,3,2.5
6198,Keshabpur,Jashore,7450,22.9042,89.5667,Robi-Airtel,3G/2G,Low,3,3.5
6199,Monirampur,Jashore,7440,23.0167,89.2333,Robi-Airtel,3G/2G,Low,3,3
6200,Sarsha,Jashore,7430,23.0744,88.8667,Robi-Airtel,3G/2G,Low,3,2.5
6201,Harinakunda,Jhenaidah,7310,23.6417,89.05,Robi-Airtel,3G/2G,Low,3,2
6202,Jhenaidah Sadar,Jhenaidah,7300,23.5417,89.1833,Robi-Airtel,3G/2G,Low,3,5
6203,Kaliganj,Jhenaidah,7350,23.4139,89.1333,Robi-Airtel,3G/2G,Low,3,2.5
6204,Kotchandpur,Jhenaidah,7330,23.4,89.0167,Robi-Airtel,3G/2G,Low,3,3
6205,Moheshpur,Jhenaidah,7340,23.35,88.9125,Robi-Airtel,3G/2G,Low,3,3.5
6206,Shailkupa,Jhenaidah,7320,23.6917,89.25,Robi-Airtel,3G/2G,Low,3,2
6207,Batiaghata,Khulna,9260,22.7417,89.5167,Robi-Airtel,3G/2G,Low,3,3
6208,Dacope,Khulna,9270,22.5722,89.5111,Robi-Airtel,3G/2G,Low,3,3
6209,Dighalia,Khulna,9220,22.9083,89.5333,Robi-Airtel,3G/2G,Low,3,3.5
6210,Dumuria,Khulna,9250,22.8083,89.425,Robi-Airtel,3G/2G,Low,3,4
6211,Koira,Khulna,9290,22.3417,89.3,Robi-Airtel,3G/2G,Low,3,2
6212,Paikgacha,Khulna,9280,22.5889,89.3361,Robi-Airtel,3G/2G,Low,3,2.5
6213,Phultala,Khulna,9210,22.975,89.4583,Robi-Airtel,3G/2G,Low,3,3
6214,Rupsa,Khulna,9240,22.8333,89.5833,Robi-Airtel,3G/2G,Low,3,3
6215,Terokhada,Khulna,9230,22.9417,89.6694,Robi-Airtel,3G/2G,Low,3,2.5
6216,Bheramara,Kushtia,7040,24.0167,88.9917,Robi-Airtel,3G/2G,Low,3,2
6217,Daulatpur,Kushtia,7050,24.0014,88.875,Robi-Airtel,3G/2G,Low,3,3
6218,Khoksha,Kushtia,7020,23.8,89.2833,Robi-Airtel,3G/2G,Moderate,6,5.5
6219,Kumarkhali,Kushtia,7010,23.8564724,89.114823,Robi-Airtel,3G/2G,Low,3,5
6220,Kushtia Sadar,Kushtia,7000,23.9,89.1333,Robi-Airtel,3G/2G,Moderate,6,6
6221,Mirpur,Kushtia,7030,23.9333,89,Robi-Airtel,3G/2G,Low,3,2.5
6222,Magura Sadar,Magura,7600,23.4875,89.4208,Robi-Airtel,3G/2G,Moderate,6,6.5
6223,Mohammadpur,Magura,7630,23.4,89.56,Robi-Airtel,3G/2G,Low,3,3
6224,Salikha,Magura,7620,23.34,89.36,Robi-Airtel,3G/2G,Very Low,1,1.5
6225,Sreepur,Magura,7610,23.6,89.3875,Robi-Airtel,3G/2G,Low,3,2
6226,Gangni,Meherpur,7110,23.81666667,88.755,Robi-Airtel,3G/2G,Low,3,3
6227,Meherpur Sadar,Meherpur,7100,23.775,88.6417,Robi-Airtel,3G/2G,Low,3,3.5
6228,Mujibnagar,Meherpur,7102,23.65003,88.59804,Robi-Airtel,3G/2G,Low,3,2
6229,Kalia,Narail,7520,23.0333,89.6167,Robi-Airtel,3G/2G,Low,3,2.5
6230,Lohagara,Narail,7510,23.1833,89.6625,Robi-Airtel,3G/2G,Low,3,2.5
6231,Narail Sadar,Narail,7500,23.175,89.505,Robi-Airtel,3G/2G,Low,3,3
6232,Assasuni,Satkhira,9460,22.55,89.1681,Robi-Airtel,3G/2G,Low,3,2.5
6233,Debhata,Satkhira,9430,22.5667,88.9667,Robi-Airtel,3G/2G,Low,3,3
